DOMAIN	SUPERGROUP	HIGHER_RANK	CLASS	ORDER	FAMILY	GENUS	NUTRITION	MORPHOLOGY	LOCOMOTION	HABITAT	Sizes	REFERENCES	COMMENTS
Eukaryota	Rhizaria	Rhizaria_X	Rhizaria_XX	Rhizaria_XXX	Rhizaria_XXXX	Rhizaria_XXXXX	NA	NA	NA	NA	NA		
Eukaryota	Rhizaria	Endomyxa	Endomyxa_X	Endomyxa_XX	Endomyxa_XXX	Endomyxa_XXXX	NA	NA	NA	NA	NA		
Eukaryota	Rhizaria	Endomyxa	Gromiidea	Reticulosida	Reticulosida_X	Filoreta	bacterivore	naked_amoeba	gliding	marine	?51µm	Bass et al. 2009a	
Eukaryota	Rhizaria	Endomyxa	Gromiidea	Gromiida	Gromiida_X	Gromia	NA	testate_cell_organic	gliding	marine	?51µm	Da Silva et al. 2006	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paradinida	Paradinida_X	Paradinida_XX	animal_parasite	endoparasite	non_motile	ubiquitous	NA		
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Ascetosporea_X	Ascetosporea_XX	Ascetosporea_XXX	animal_parasite	endoparasite	non_motile	ubiquitous	NA		
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Haplosporida	Haplosporidiidae	Haplosporidiidae_X	animal_parasite	endoparasite	non_motile	ubiquitous	NA	Azevedo & Hine 2016	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Haplosporida	Haplosporida_X	Haplosporida_XX	animal_parasite	endoparasite	non_motile	ubiquitous	NA	Azevedo & Hine 2017	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Haplosporida	Haplosporida_X	Haplosporidium	animal_parasite	endoparasite	non_motile	ubiquitous	NA	Azevedo & Hine 2017	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Haplosporida	Haplosporida_X	Bonamia	animal_parasite	endoparasite	non_motile	marine	NA	Azevedo & Hine 2017	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Haplosporida	Haplosporida_X	Minchinia	animal_parasite	endoparasite	non_motile	marine	NA	Azevedo & Hine 2017	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Haplosporida	Haplosporida_X	Urosporidium	animal_parasite	endoparasite	non_motile	marine	NA	Azevedo & Hine 2017	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Microcytida	Microcytida_X	Microcytida_XX	animal_parasite	endoparasite	non_motile	ubiquitous	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Microcytida	Microcytida_X	Mikrocytos	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Microcytida	Microcytida_X	Paramikrocytos	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paramyxida_X	Paramyxida_XX	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paramyxida_X	Marteilia	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paramyxida_X	Paramyxa	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paramyxida_X	Paramarteilia	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paramyxida_X	Marteiloides	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paramyxida_X	Eomarteilia	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paradiniidae	Paradiniidae_X	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Ascetosporea	Paramyxida	Paradiniidae	Paradinium	animal_parasite	endoparasite	non_motile	marine	NA	Bass et al. 2019	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Phytomyxea_X	Phytomyxea_XX	Phytomyxea_XXX	NA	endoparasite	non_motile	soil_and_freshwater	NA		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Plasmodiophorida_XX	NA	endoparasite	non_motile	soil_and_freshwater	NA	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Plasmodiophoridae	Plasmodiophoridae_X	NA	endoparasite	non_motile	soil_and_freshwater	NA	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Plasmodiophoridae	Plasmodiophora	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Plasmodiophoridae	Woronina	not_plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Polymyxa-lineage	Polymyxa-lineage_X	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Polymyxa-lineage	Ligniera	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Polymyxa-lineage	Sorosphaerula	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2015	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Polymyxa-lineage	Sorosphaera	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form. Sorosphaera has recently been renamed Sorosphaerula, a change not yet implemented by the PR2 database.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Polymyxa-lineage	Polymyxa	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Spongospora_lineage	Spongospora_lineage_X	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Spongospora_lineage	Spongospora	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Phagomyxida	Phagomyxida_X	Phagomyxida_XX	not_plant_parasite	endoparasite	non_motile	marine	?10µm		Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Phagomyxida	Phagomyxida_X	Phagomyxa	not_plant_parasite	endoparasite	non_motile	marine	?10µm	Cavalier Smith 1993	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Hillenburgia	plant_parasite	endoparasite	non_motile	soil_and_freshwater	?10µm	Neuhauser et al. 2014	
Eukaryota	Rhizaria	Endomyxa	Phytomyxea	Phagomyxida	Phagomyxida_X	Maullinia	not_plant_parasite	endoparasite	non_motile	marine	?10µm	Maier et al. 2000	Also possessing an ephemeral flagellate stage or an amoeboid feeding form and a flagellate locomotive form.
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Proteomyxidea_X	Proteomyxidea_XX	Proteomyxidea_XXX	eukaryvore	naked_amoeba	NA	NA	NA		
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Vampyrellida_X	Vampyrellida_XX	eukaryvore	naked_amoeba	NA	NA	NA		
Eukaryota	Rhizaria	Endomyxa	Endomyxa_X	Vampyrellida	Penardia-lineage	Penardia-lineage_X	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	NA	Bass et al. 2009a	
Eukaryota	Rhizaria	Endomyxa	Endomyxa_X	Vampyrellida	Leptophryidae	Arachnula	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	?51µm	Bass et al. 2009a	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Leptophryidae	Leptophryidae_X	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	?51µm		
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Leptophryidae	Leptophrys	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	?51µm	Hess et al. 2012	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Leptophryidae	Theratromyxa	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	?51µm	Bass et al. 2009a	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Leptophryidae	Platyreta	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	?51µm	Bass et al. 2009a	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Leptophryidae	Vernalophrys	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	?51µm	Gong et al. 2015	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Leptophryidae	Planctomyxa	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	31µm-50µm	Hess 2017	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Leptophryidae	Arachnomyxa	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	31µm-50µm	Hess 2017	
Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Kumanoa	eukaryvore	naked_amoeba	gliding	soil_and_freshwater	NA		Only added as a place holder due to PR2 naming
Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellida_X	Vampyrellida_clade_B	eukaryvore	naked_amoeba	NA	NA	NA		Only added as a place holder due to PR2 naming
Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	sm27-lineage	sm27-lineage_X	eukaryvore	naked_amoeba	NA	NA	NA		Only added as a place holder due to PR2 naming
Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellida_sm27-lineage	Vampyrellida_sm27-lineage_X	eukaryvore	naked_amoeba	NA	NA	NA		Only added as a place holder due to PR2 naming
Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellida_op14-lineage	Vampyrellida_op14-lineage_X	eukaryvore	naked_amoeba	NA	NA	NA		Only added as a place holder due to PR2 naming
Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Thalassomyxa-lineage	Thalassomyxa-lineage_X	eukaryvore	naked_amoeba	gliding	marine	?51µm		Only added as a place holder due to PR2 naming
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Vampyrellidae	Vampyrellidae_X	eukaryvore	naked_amoeba	freely_swimming	soil_and_freshwater	31µm-50µm	Hess et al. 2012	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Vampyrellidae	Vampyrella	eukaryvore	naked_amoeba	freely_swimming	soil_and_freshwater	31µm-50µm	Hess et al. 2012	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Thalassomyxa_clade	Thalassomyxa_clade_X	eukaryvore	naked_amoeba	gliding	marine	NA	Berney et al. 2013	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Thalassomyxa_clade	Thalassomyxa	eukaryvore	naked_amoeba	gliding	marine	?51µm	Berney et al. 2013	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Placopodidae	Placopodidae_X	eukaryvore	naked_amoeba	gliding	ubiquitous	11µm-30µm	More et al. 2019	
Eukaryota	Rhizaria	Endomyxa	Proteomyxidea	Vampyrellida	Placopodidae	Placopus	eukaryvore	naked_amoeba	gliding	ubiquitous	11µm-30µm	More et al. 2019	
Eukaryota	Rhizaria	Rhizaria_incertae_sedis	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	eukaryvore	naked_flagellate	freely_swimming	soil_and_freshwater	?10µm		Only added as a place holder since the Aquavolonida are not yet named in PR2
Eukaryota	Rhizaria	Rhizaria_incertae_sedis	Rhizaria_Novel_clade_10	Aquavolonida	Aquavolonida_X	Aquavolonida_XX	eukaryvore	naked_flagellate	freely_swimming	soil_and_freshwater	?10µm		
Eukaryota	Rhizaria	Rhizaria_incertae_sedis	Rhizaria_Novel_clade_10	Aquavolonida	Aquavolonida_X	Aquavolon	eukaryvore	naked_flagellate	freely_swimming	soil_and_freshwater	?10µm	Bass et al. 2018	
